GeneName,EnsemblGeneId,GFP-,10e2 GFP+,log2(fold_change),p_value,q_value
UIF: UAP56-interacting factor ,ENSGALG00000007581,14.6574,44.1075,1.58939,0.00355773,0.0427973
UNC50: unc-50 homolog (C. elegans),ENSGALG00000016753,17.9739,65.6053,1.86791,0.00169326,0.0260486
Uncharacterized protein ,ENSGALG00000025628,13886,165842,3.57811,2.58E-07,1.73E-05
Uncharacterized protein ,ENSGALG00000025636,25597.5,92017.5,1.84591,0.00141226,0.022667
Uncharacterized protein ,ENSGALG00000025638,20437.4,82686.4,2.01644,0.00038816,0.00850563
Uncharacterized protein ,ENSGALG00000025651,21258.3,82469.8,1.95584,0.000519849,0.0106046
Uncharacterized protein ,ENSGALG00000022847,6044.24,21463.7,1.82826,0.000178192,0.00450984
Uncharacterized protein ,ENSGALG00000008782,125.447,1273.63,3.3438,3.76E-07,2.42E-05
Uncharacterized protein ,ENSGALG00000022403,106.735,793.857,2.89485,6.41E-07,3.88E-05
Uncharacterized protein ,ENSGALG00000020516,49.2477,407.658,3.04923,0.000557642,0.0111697
Uncharacterized protein ,ENSGALG00000023102,93.2405,358.808,1.94418,0.000601109,0.0118281
Uncharacterized protein ,ENSGALG00000012591,100.634,257.509,1.35551,0.000795335,0.0146058
Uncharacterized protein ,ENSGALG00000022458,23.3327,203.515,3.12471,0.00270706,0.0360792
Uncharacterized protein ,ENSGALG00000013233,96.1955,203.339,1.07984,0.000276353,0.00652099
Uncharacterized protein ,ENSGALG00000024159,71.9696,174.987,1.28178,0.00109197,0.0189326
Uncharacterized protein ,ENSGALG00000023449,28.1698,166.603,2.56419,0.000418931,0.00898584
Uncharacterized protein ,ENSGALG00000022544,44.8345,147.917,1.7221,0.00349695,0.0423061
Uncharacterized protein ,ENSGALG00000007605,55.109,146.147,1.40706,0.000188455,0.00472899
Uncharacterized protein ,ENSGALG00000021213,45.9863,134.647,1.5499,0.000812257,0.0147975
Uncharacterized protein ,ENSGALG00000006485,39.5816,130.554,1.72174,0.000561376,0.0112165
Uncharacterized protein ,ENSGALG00000015639,56.0543,128.017,1.19144,3.67E-10,4.75E-08
Uncharacterized protein ,ENSGALG00000005809,41.3469,122.354,1.56521,0.000219302,0.00533665
Uncharacterized protein ,ENSGALG00000000663,21.3497,120.717,2.49933,0.000118465,0.00323346
Uncharacterized protein ,ENSGALG00000023655,21.6003,104.539,2.27492,0.000556771,0.0111697
Uncharacterized protein ,ENSGALG00000013962,36.8041,97.0305,1.39857,0.000605666,0.0118977
Uncharacterized protein ,ENSGALG00000000861,40.8963,90.3674,1.14383,0.000348429,0.00776627
Uncharacterized protein ,ENSGALG00000013278,22.3111,87.7223,1.97519,0.00097831,0.0172308
Uncharacterized protein ,ENSGALG00000007683,42.4216,85.5349,1.01172,0.00299838,0.0384838
Uncharacterized protein ,ENSGALG00000010034,15.5739,83.7918,2.42767,1.66E-06,8.74E-05
Uncharacterized protein ,ENSGALG00000012721,27.7856,72.3373,1.3804,0.00248935,0.0340527
Uncharacterized protein ,ENSGALG00000021811,18.729,70.1164,1.90448,1.02E-06,5.80E-05
Uncharacterized protein ,ENSGALG00000009484,17.8157,67.6131,1.92415,0.000420569,0.00899617
Uncharacterized protein ,ENSGALG00000023086,24.5454,65.3326,1.41235,0.000150365,0.00396506
Uncharacterized protein ,ENSGALG00000024376,8.09038,65.1587,3.00968,0.000262291,0.00622061
Uncharacterized protein ,ENSGALG00000005774,15.0012,60.5768,2.01369,3.51E-05,0.00122866
Uncharacterized protein ,ENSGALG00000001138,11.0826,59.1269,2.41552,0.00327785,0.0406025
Uncharacterized protein ,ENSGALG00000023579,9.74558,58.1727,2.57752,0.000239362,0.00576739
Uncharacterized protein ,ENSGALG00000011907,13.8229,58.1708,2.07323,0.00406274,0.0469937
Uncharacterized protein ,ENSGALG00000004616,26.7552,54.9352,1.03791,0.00163903,0.0254492
Uncharacterized protein ,ENSGALG00000006470,26.8188,54.8089,1.03117,5.42E-05,0.00172435
Uncharacterized protein ,ENSGALG00000017358,14.9297,51.4723,1.78561,0.0008405,0.0152407
Uncharacterized protein ,ENSGALG00000010888,16.632,49.8996,1.58507,3.78E-06,0.000178428
Uncharacterized protein ,ENSGALG00000017095,14.8219,49.3993,1.73676,0.00174061,0.0265148
Uncharacterized protein ,ENSGALG00000003440,21.0169,44.5453,1.08372,2.74E-12,5.81E-10
Uncharacterized protein ,ENSGALG00000023825,6.86396,44.5079,2.69695,0.000368769,0.00813417
Uncharacterized protein ,ENSGALG00000012412,12.3669,44.0159,1.83155,0.000309718,0.0070919
Uncharacterized protein ,ENSGALG00000016700,17.3514,42.2342,1.28336,7.12E-05,0.00214075
Uncharacterized protein ,ENSGALG00000022614,9.28268,41.3842,2.15647,0.00407241,0.0470484
Uncharacterized protein ,ENSGALG00000000432,13.0431,40.4522,1.63293,0.00160023,0.0249296
Uncharacterized protein ,ENSGALG00000016931,17.6489,39.9058,1.17702,0.00219824,0.0313728
Uncharacterized protein ,ENSGALG00000000687,16.9329,39.2484,1.21281,0.00123613,0.0205468
Uncharacterized protein ,ENSGALG00000013955,12.7225,38.4571,1.59587,5.51E-09,5.66E-07
Uncharacterized protein ,ENSGALG00000024380,8.11857,37.7046,2.21544,0.00167857,0.0259422
Uncharacterized protein ,ENSGALG00000023410,5.16894,36.3988,2.81595,0.000556802,0.0111697
Uncharacterized protein ,ENSGALG00000023444,8.34986,35.6774,2.09518,0.000155404,0.00404829
Uncharacterized protein ,ENSGALG00000015259,14.7295,35.4671,1.26777,0.000103403,0.00290038
Uncharacterized protein ,ENSGALG00000022724,3.98276,33.9703,3.09243,0.000140656,0.00376001
Uncharacterized protein ,ENSGALG00000013944,6.47477,33.6731,2.3787,7.30E-05,0.00218666
Uncharacterized protein ,ENSGALG00000023812,12.6612,32.6294,1.36576,0.00440835,0.0494367
Uncharacterized protein ,ENSGALG00000012102,3.57535,31.53,3.14057,0.00180171,0.0272323
Uncharacterized protein ,ENSGALG00000012641,5.51614,31.078,2.49416,1.69E-05,0.000667722
Uncharacterized protein ,ENSGALG00000014666,15.1305,30.5558,1.01399,0.00134374,0.021903
Uncharacterized protein ,ENSGALG00000013155,5.93594,30.257,2.34972,1.70E-07,1.20E-05
Uncharacterized protein ,ENSGALG00000004911,10.8031,29.2299,1.43601,0.00170797,0.0262057
Uncharacterized protein ,ENSGALG00000015692,7.30684,27.1777,1.89511,3.40E-05,0.00120158
Uncharacterized protein ,ENSGALG00000019172,9.19932,25.8454,1.49031,0.000213469,0.00522742
Uncharacterized protein ,ENSGALG00000023775,7.96892,24.6957,1.6318,0.00202226,0.0297312
Uncharacterized protein ,ENSGALG00000005291,7.77272,24.0047,1.62683,0.000144953,0.00385238
Uncharacterized protein ,ENSGALG00000015075,2.45691,23.9095,3.28267,1.14E-12,2.63E-10
Uncharacterized protein ,ENSGALG00000019468,6.55891,22.4141,1.77288,0.00117476,0.0197903
Uncharacterized protein ,ENSGALG00000023090,2.41419,20.5516,3.08964,0.00236432,0.0328821
Uncharacterized protein ,ENSGALG00000022874,7.74847,20.5354,1.40613,0.000651843,0.012572
Uncharacterized protein ,ENSGALG00000014767,7.05514,20.4754,1.53714,0.00430135,0.0486341
Uncharacterized protein ,ENSGALG00000022073,8.70659,20.0289,1.2019,0.000105057,0.00293079
Uncharacterized protein ,ENSGALG00000015589,8.00968,18.4156,1.20111,0.000856828,0.0154408
Uncharacterized protein ,ENSGALG00000023017,4.62917,18.0093,1.95992,0.00216015,0.0310237
Uncharacterized protein ,ENSGALG00000002497,7.43777,15.9678,1.10222,0.00177819,0.0270114
Uncharacterized protein ,ENSGALG00000009177,6.51696,14.1707,1.12064,0.000154321,0.00403823
Uncharacterized protein ,ENSGALG00000009272,4.74828,14.133,1.57358,8.75E-06,0.000372147
Uncharacterized protein ,ENSGALG00000006286,4.54105,13.2065,1.54015,1.08E-07,8.12E-06
Uncharacterized protein ,ENSGALG00000002732,2.09054,10.807,2.37003,0.000952878,0.0168543
Uncharacterized protein ,ENSGALG00000010720,2.50968,10.4436,2.05704,4.42E-06,0.000204865
Uncharacterized protein ,ENSGALG00000010532,1.82475,8.28755,2.18325,0.00440326,0.0494033
Uncharacterized protein ,ENSGALG00000005156,2.34446,6.16358,1.39452,0.00393051,0.0460012
Uncharacterized protein ,ENSGALG00000015165,0.855424,5.95643,2.79974,3.26E-07,2.14E-05
Uncharacterized protein ,ENSGALG00000004322,1.37143,5.78138,2.07574,0.00329891,0.0407668
UNKL: unkempt homolog (Drosophila)-like,ENSGALG00000006450,13.1033,30.1087,1.20025,0.000202702,0.00502706
UPF2: UPF2 regulator of nonsense transcripts homolog (yeast),ENSGALG00000006694,22.5144,52.9813,1.23464,4.75E-05,0.0015588
URB2: URB2 ribosome biogenesis 2 homolog ,ENSGALG00000011101,11.9834,29.4913,1.29925,3.90E-10,5.03E-08
"URI1: URI1, prefoldin-like chaperone",ENSGALG00000004506,13.8927,45.5016,1.71159,0.000157712,0.00408947
USP10: ubiquitin specific peptidase 10,ENSGALG00000005674,78.91,177.664,1.17087,0,0
USP14: Ubiquitin carboxyl-terminal hydrolase ,ENSGALG00000014920,53.1662,159.213,1.58238,0.00306319,0.0391059
USP15: ubiquitin specific peptidase 15 isoform 2 ,ENSGALG00000009773,21.4511,48.7746,1.18508,1.10E-06,6.16E-05
USP28: ubiquitin specific peptidase 28,ENSGALG00000006969,6.89693,28.2188,2.03263,1.02E-08,9.84E-07
USP40: ubiquitin specific peptidase 40,ENSGALG00000004228,5.67,12.5742,1.14904,0.0033682,0.041182
USP46: ubiquitin specific peptidase 46,ENSGALG00000013961,13.5121,65.3152,2.27316,8.35E-05,0.00243057
USP7: ubiquitin specific peptidase 7 (herpes virus-associated),ENSGALG00000007307,46.6181,158.197,1.76276,1.13E-06,6.26E-05
"UTP15: UTP15, U3 small nucleolar ribonucleoprotein, homolog (S. cerevisiae)",ENSGALG00000013510,20.8544,91.7913,2.13801,0.000126718,0.00343065
UTP18: UTP18 small subunit (SSU) processome component homolog (yeast),ENSGALG00000002985,12.4957,36.6745,1.55335,0.00382898,0.0451982
UVSSA: UV-stimulated scaffold protein A,ENSGALG00000015717,5.82799,12.7331,1.12752,0.00020758,0.00512083
UXS1: UDP-glucuronate decarboxylase 1,ENSGALG00000016801,5.35715,20.0395,1.9033,0.00281857,0.0369648
VAC14: Vac14 homolog (S. cerevisiae),ENSGALG00000002458,4.99195,16.8243,1.75287,0.000243899,0.0058438
VBP1: von Hippel-Lindau binding protein 1,ENSGALG00000008389,13.7473,33.0773,1.2667,0,0
VCPIP1: valosin containing protein (p97)/p47 complex interacting protein 1,ENSGALG00000015524,9.92148,28.4165,1.5181,0.0041039,0.0472486
VGLL4: vestigial like 4 (Drosophila),ENSGALG00000004937,33.7502,110.317,1.70869,0.000721676,0.013615
VMP1: vacuole membrane protein 1,ENSGALG00000005160,21.5131,58.3388,1.43924,0.000574622,0.0114127
VPS13A: vacuolar protein sorting 13 homolog A (S. cerevisiae),ENSGALG00000015170,13.5336,36.1331,1.41677,4.76E-05,0.0015588
VPS37B: vacuolar protein sorting 37 homolog B (S. cerevisiae),ENSGALG00000003743,10.9307,47.5039,2.11966,0.00149194,0.0236692
VPS39: vacuolar protein sorting 39 ,ENSGALG00000008991,11.5737,27.7017,1.25912,0.00124787,0.0206829
VRK1: vaccinia related kinase 1,ENSGALG00000011116,13.1572,35.9905,1.45176,0.0025681,0.0347626
VWA5B1: von Willebrand factor A domain containing 5B1,ENSGALG00000010242,2.76642,6.60261,1.25502,0.00361652,0.0432991
WBP2NL: WBP2 N-terminal like,ENSGALG00000011908,5.32325,15.7594,1.56583,0.00322581,0.0402571
WDR1: WD repeat domain 1,ENSGALG00000014957,19.6897,45.5165,1.20895,0.000131041,0.00353653
WDR11: WD repeat domain 11,ENSGALG00000009486,17.2176,39.5863,1.20112,4.63E-06,0.000213436
WDR12: WD repeat domain 12,ENSGALG00000008470,20.4288,63.3713,1.63322,0.00332291,0.0408973
WDR33: WD repeat domain 33,ENSGALG00000002043,15.5172,34.4991,1.15269,5.50E-08,4.37E-06
WDR41: WD repeat domain 41,ENSGALG00000004350,2.72217,9.76741,1.84322,0.00175194,0.0266699
WDR43: WD repeat domain 43,ENSGALG00000008989,49.4881,168.94,1.77136,1.30E-11,2.46E-09
WDR47: WD repeat domain 47,ENSGALG00000002129,10.0514,25.3221,1.333,9.15E-08,6.95E-06
WDR5B: WD repeat domain 5B,ENSGALG00000002659,79.1189,186.765,1.23913,3.43E-07,2.23E-05
WDR67: WD repeat domain 67,ENSGALG00000016383,12.2545,25.6693,1.06672,0.00213167,0.0307648
WDR7: WD repeat domain 7 ,ENSGALG00000003019,3.29919,7.14551,1.11493,0.000204174,0.00505281
WDR70: WD repeat domain 70,ENSGALG00000003708,14.7724,51.6176,1.80496,0,0
WDR85: WD repeat domain 85,ENSGALG00000008750,3.54004,12.4025,1.80879,0.003934,0.0460189
WDR92: WD repeat domain 92,ENSGALG00000008760,6.73562,19.4735,1.53163,0.000938944,0.0166632
WDR96: WD repeat domain 96,ENSGALG00000008392,2.65835,10.3648,1.96309,0.000489406,0.0100628
WEE1: WEE1 homolog (S. pombe),ENSGALG00000005769,19.5433,63.7779,1.70638,7.29E-07,4.33E-05
"WIPF1: WAS/WASL interacting protein family, member 1",ENSGALG00000009321,2.13983,6.58724,1.62218,1.11E-07,8.25E-06
WSB1: WD repeat and SOCS box containing 1,ENSGALG00000005668,35.7355,101.902,1.51175,7.82E-05,0.00232113
WTAP: Wilms tumor 1 associated protein,ENSGALG00000011660,39.9416,89.301,1.16078,1.67E-10,2.32E-08
WWOX: WW domain containing oxidoreductase,ENSGALG00000005377,2.19246,10.7881,2.29882,0.000137637,0.003692
WWP1: WW domain containing E3 ubiquitin protein ligase 1,ENSGALG00000015869,9.93792,21.9782,1.14506,2.26E-07,1.54E-05
"XPC: xeroderma pigmentosum, complementation group C",ENSGALG00000006357,9.14402,19.7274,1.1093,0.00237262,0.0329582
XRCC5: X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining),ENSGALG00000011492,18.0884,44.0767,1.28495,1.19E-05,0.000492324
XRN1: 5'-3' exoribonuclease 1,ENSGALG00000002706,22.2904,55.9172,1.32687,5.46E-12,1.11E-09
YAE1D1: Yae1 domain containing 1 ,ENSGALG00000012306,6.6477,28.5058,2.10033,5.16E-05,0.0016642
YBX1: Y box binding protein 1,ENSGALG00000004848,286.795,912.466,1.66975,4.41E-08,3.62E-06
YME1L1: YME1-like 1 (S. cerevisiae),ENSGALG00000007492,33.1785,66.5219,1.00358,0.00233083,0.0326071
YPEL1: yippee-like 1 ,ENSGALG00000021547,20.4894,72.9721,1.83247,0.000691107,0.0131485
YTHDC1: YTH domain containing 1,ENSGALG00000011795,33.5963,72.7199,1.11405,3.41E-08,2.91E-06
YTHDC2: YTH domain containing 2,ENSGALG00000000189,10.0973,42.8525,2.08541,1.27E-07,9.14E-06
"YWHAQ: tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide",ENSGALG00000016433,430.831,882.524,1.03451,0.000115161,0.00316178
YY1: YY1 transcription factor,ENSGALG00000017388,6.90199,28.1316,2.02711,0.000638201,0.0123833
ZAK: sterile alpha motif and leucine zipper containing kinase AZK,ENSGALG00000009344,4.28083,9.87284,1.20557,0.00309727,0.0393045
ZBTB34: zinc finger and BTB domain containing 34,ENSGALG00000023407,3.46849,16.2943,2.23199,8.30E-05,0.00242364
ZBTB41: zinc finger and BTB domain containing 41,ENSGALG00000002305,12.707,31.6811,1.318,0.000100934,0.00284826
ZBTB44: zinc finger and BTB domain containing 44,ENSGALG00000001341,22.1339,47.4723,1.10083,0.00232238,0.0325833
ZBTB8A: zinc finger and BTB domain containing 8A,ENSGALG00000003420,4.02628,12.0592,1.58261,6.52E-05,0.00203026
ZC3H12B: zinc finger CCCH-type containing 12B,ENSGALG00000004715,11.6975,23.4391,1.00271,0.00219824,0.0313728
ZC3H13: zinc finger CCCH-type containing 13,ENSGALG00000016984,126.927,255.894,1.01154,1.34E-09,1.57E-07
ZC3H7A: zinc finger CCCH-type containing 7A,ENSGALG00000003143,23.4346,56.4306,1.26784,5.24E-11,8.43E-09
"ZCCHC24: zinc finger, CCHC domain containing 24",ENSGALG00000004803,37.6493,120.865,1.6827,0.00167247,0.0258995
"ZCCHC6: zinc finger, CCHC domain containing 6 ",ENSGALG00000012607,10.9102,25.387,1.21842,1.27E-13,3.48E-11
"ZDHHC20: zinc finger, DHHC-type containing 20",ENSGALG00000017126,28.6918,69.1388,1.26886,1.69E-06,8.87E-05
"ZDHHC21: zinc finger, DHHC domain containing 21",ENSGALG00000005437,3.65435,12.5331,1.77806,9.94E-05,0.00280957
"ZFAND6: zinc finger, AN1-type domain 6",ENSGALG00000006505,9.28117,21.5853,1.21767,4.29E-05,0.00142535
ZFP106: zinc finger protein 106 homolog,ENSGALG00000009081,11.7074,23.968,1.03368,8.36E-05,0.00243057
ZFP85:zinc finger protein 85,ENSGALG00000000346,8.85577,20.8522,1.23551,0.000790278,0.0145447
"ZFYVE16: zinc finger, FYVE domain containing 16",ENSGALG00000006974,66.8502,162.295,1.27961,0.00430117,0.0486341
"ZFYVE16: zinc finger, FYVE domain containing 16",ENSGALG00000015576,9.36513,22.7399,1.27986,2.33E-14,7.25E-12
"ZFYVE19: zinc finger, FYVE domain containing 19 ",ENSGALG00000008460,10.6072,26.8407,1.33938,0.000390875,0.00854907
"ZMYM2: zinc finger, MYM-type 2",ENSGALG00000017139,23.9551,76.6153,1.6773,0,0
ZNF238: zinc finger protein 238,ENSGALG00000010705,6.29814,49.4681,2.9735,7.94E-06,0.000343932
ZNF326: zinc finger protein 326,ENSGALG00000006113,45.696,117.204,1.35888,0.00108557,0.0188496
ZNF512: zinc finger protein 512,ENSGALG00000016506,20.4342,48.6622,1.25182,3.72E-05,0.00127501
ZNF592: zinc finger protein 592,ENSGALG00000002471,11.2072,24.5674,1.13232,0.00244989,0.0336907
ZNF622: zinc finger protein 622,ENSGALG00000022938,9.36683,32.1423,1.77884,5.31E-05,0.00169714
"ZRANB1: zinc finger, RAN-binding domain containing 1",ENSGALG00000023401,14.1734,29.5992,1.06237,0.000523533,0.0106612
"ZRANB2: zinc finger, RAN-binding domain containing 2",ENSGALG00000011340,11.9746,38.8401,1.69757,0,0
