Gene	L3	L4	nhr-67	N2	max_wtLC/N2	RNAi_screen	Protein size(s)	Protein feature	TF	Disease ortholog	Strict human ortholog	NCBI KOG	Bork KOG	PFAM domain	WBPhenotype	NOT WBPheno
WBGene00008831|F14H3.12	10.99	0	0	0.24	45.79		142 aa					KOG0586 (Serine/threonine protein kinase)	KOG0586: Serine/threonine protein kinase; meNOG04917: Microtubule protein		WBPhenotype: transgene induced cosuppression variant	NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00019058|F58F9.4	24.19	0	0	0.53	45.64		314 aa	Seg				LSE0526 (Uncharacterized protein with ubiquitin fold)				NOT WBPheno: Bmd; Emb; Ste; Variant
WBGene00004224|F55F8.1|ptr-10	0.85	25.38	0	0.56	45.32	WT_RNAi	900 aa	SignalP; Tmhmm; Seg				KOG1934 (Predicted membrane protein (patched superfamily))	KOG1934: Predicted membrane protein (patched superfamily); meNOG05900: Patched domain containing protein	PF02460: Patched family; PF12349: Sterol-sensing domain of SREBP cleavage-activation	WBPhenotype: Mlt; body vacuole; intestinal vacuole; labial sensillum morphology variant	NOT WBPheno: Bmd; Emb; Evl; Gro; Let; Lva; Lvl; Ste; Stp; Unc; Variant; postembryonic development variant; small
WBGene00004369|K09E2.4|rig-1	108.63	1.67	0	2.42	44.89		300-1147 aa	SignalP; Tmhmm; Seg						PF00041: Fibronectin type III domain; PF07679: Immunoglobulin I-set domain; PF07686: Immunoglobulin V-set domain		NOT WBPheno: Bmd; Emb; Let; Ste; Variant; postembryonic development variant
WBGene00002232|F11A6.1|kpc-1	3.14	0	0	0.07	44.86		692-760 aa	SignalP; Seg				KOG3525 (Subtilisin-like proprotein convertase)	COG1404: Subtilisin-like serine proteases; COG4935: Regulatory P domain of the subtilisin-like proprotein convertases and other proteases; KOG3525: Subtilisin-like proprotein convertase; meNOG04489: Convertase	PF00082: Subtilase family; PF01483: Proprotein convertase P-domain	WBPhenotype: Let; Ste	NOT WBPheno: Bmd; Dyf; Emb; Gro; Lva; Lvl; Stp; Variant; postembryonic development variant
WBGene00018730|F53A9.7	0	11.66	7.42	0.26	44.85		85 aa	Seg								NOT WBPheno: Bmd; Emb; Ste; Variant
WBGene00004187|C50C3.6|prp-8	8.95	1.11	2.02	0.2	44.75		2329 aa	Seg; Ncoils		OMIM_2010	StrictHumOrth	KOG1795 (U5 snRNP spliceosome subunit)	COG5178: U5 snRNP spliceosome subunit; KOG1795: U5 snRNP spliceosome subunit; meNOG04349: Pre-Mrna-Processing-Splicing factor 8	"PF01398: Mov34/MPN/PAD-1 family; PF08082: PRO8NT (NUC069), PrP8 N-terminal domain; PF08083: PROCN (NUC071) domain; PF08084: PROCT (NUC072) domain; PF10596: U6-snRNA interacting domain of PrP8; PF10597: U5-snRNA binding site 2 of PrP8; PF10598: RNA recognition motif of the spliceosomal PrP8; PF12134: PRP8 domain IV core"	WBPhenotype: Clr; Emb; Him; Lva; Lvl; Mlt; Muv; Pvl; Rup; Ste; Unc; cell proliferation increased; excess intestinal cells; mRNA levels reduced; mRNA splicing variant; pattern of transgene expression variant; protein aggregation variant; receptor mediated endocytosis defective; transgene subcellular localization variant	NOT WBPheno: Bmd; Variant
WBGene00017717|F22F4.4	5.34	7.57	2.64	0.17	44.53		56 aa									NOT WBPheno: Bmd; Emb; Let; Ste; Variant; postembryonic development variant
WBGene00016237|C29H12.6	29.3	5.69	19.78	0.66	44.39		316 aa	Seg; Ncoils							WBPhenotype: fat content reduced	NOT WBPheno: Bmd; Emb; Gro; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00004874|F35G12.8|smc-4	63.02	0	107.74	1.43	44.07	nonwt_RNAi	1549 aa	Seg; Ncoils			StrictHumOrth	"KOG0996 (Structural maintenance of chromosome protein 4 (chromosome condensation complex Condensin, subunit C))"	"COG1196: Chromosome segregation ATPases; KOG0996: Structural maintenance of chromosome protein 4 (chromosome condensation complex Condensin, subunit C); meNOG05935: Structural maintenance of chromosomes protein"	PF02463: RecF/RecN/SMC N terminal domain; PF06470: SMC proteins Flexible Hinge Domain	WBPhenotype: Cyk; Emb; Fgc; Gro; Let; Lva; Mul; Pvl; Sck; Ste; Unc; anaphase bridging; distal tip cell migration variant; germ cell morphology variant; no oocytes; nuclear appearance variant; sperm absent	
WBGene00019751|M03D4.4	0	3.07	0	0.07	43.86	WT_RNAi	456-505 aa	Seg; Ncoils	Thomas+W_TF			KOG1721 (Zn-finger)	COG5048: FOG: Zn-finger; KOG1721: FOG: Zn-finger			
WBGene00022888|ZK1290.6|rnh-1.1	0	47.55	0	1.09	43.62		507 aa	Seg				KOG3752 (Ribonuclease H)	KOG3752: Ribonuclease H; meNOG09776: Ribonuclease H1	PF00075: RNase H		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00009688|F44E5.1	4510.57	3977.82	2697.71	103.41	43.62	WT_RNAi	78 aa	Seg; Ncoils							WBPhenotype: Emb; Gro; Lva; Ste; Unc; growth rate variant; nicotine hypersensitive; reduced brood size; small	NOT WBPheno: Bmd; Let; Variant; postembryonic development variant
WBGene00003718|F44C8.5|nhr-128	3.03	0	0.16	0.07	43.29	WT_RNAi	120-451 aa	Seg	Walhout_TF			KOG3575 (Hormone receptors)	KOG3575: FOG: Hormone receptors	"PF00105: Zinc finger, C4 type (two domains)"		NOT WBPheno: Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00020203|T04B8.1	0	0.43	0	0	43		325 aa	SignalP; Seg						PF03762: Vitelline membrane outer layer protein I (VOMI)		NOT WBPheno: Bmd; Emb; Gro; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00007856|C31H5.5	0	0.43	0	0	43		159 aa	Seg								NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00009903|F49E12.10	2.53	7.28	0	0.17	42.82		286 aa	Tmhmm; Seg				KOG0873 (C-4 sterol methyl oxidase)	COG3000: Sterol desaturase; KOG0873: C-4 sterol methyl oxidase; meNOG06816: Protein involved in fatty acid biosynthetic process	PF04116: Fatty acid hydroxylase superfamily		NOT WBPheno: Bmd; Emb; Gro; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00013964|ZK287.3	0	6.82	0	0.16	42.62		102 aa	SignalP								NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00001860|F28B3.7|him-1	20.69	226.17	5.6	5.31	42.59	nonwt_RNAi	140-1262 aa	Seg; Ncoils		OMIM_2010			"COG1196: Chromosome segregation ATPases; KOG0018: Structural maintenance of chromosome protein 1 (sister chromatid cohesion complex Cohesin, subunit SMC1); meNOG04618: Chromosome protein"	PF02463: RecF/RecN/SMC N terminal domain; PF06470: SMC proteins Flexible Hinge Domain	WBPhenotype: DNA recombination variant; Emb; Him; Lva; Lvl; Pvl; Ste; Unc; XXX progeny; antibody staining reduced; antibody subcellular localization variant; chromosome morphology variant; male fertility reduced; organism UV response variant; organism hypersensitive X ray irradiation; pattern of transgene expression variant; receptor mediated endocytosis defective; reduced brood size; reproductive system development variant	NOT WBPheno: Bmd; Cod; Gro; Stp; Variant; behavior variant; morphology variant; nullo X gamete; postembryonic development variant; spermatogenesis variant
WBGene00015474|C05D9.7	2.52	0.48	3.24	0.06	42		249 aa	Tmhmm								NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00012372|W09H1.1	0	1.68	0	0.04	42		395-396 aa	Seg						"PF00782: Dual specificity phosphatase, catalytic domain"		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00020408|T10D4.6	0	0.42	9.8	0	42		796 aa	Seg	Thomas+W_TF			LSE0715 (Unnamed protein)				NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; nicotine response variant; postembryonic development variant; protein aggregation variant; transgene subcellular localization variant
WBGene00008206|C49F5.2|set-6	0	0.42	2.18	0	42		708 aa	Seg				"KOG1082 (Histone H3 (Lys9) methyltransferase SUV39H1/Clr4, required for transcriptional silencing)"	"COG2940: Proteins containing SET domain; KOG1082: Histone H3 (Lys9) methyltransferase SUV39H1/Clr4, required for transcriptional silencing"	PF00856: SET domain		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00006370|C44H4.2|sym-5	0.12	0.42	0	0	42		773 aa	SignalP; Tmhmm; Seg					COG4886: Leucine-rich repeat (LRR) protein; KOG0619: FOG: Leucine rich repeat; meNOG11867: Leucine-Rich repeat-containing protein 15 precursor	PF00560: Leucine Rich Repeat	WBPhenotype: Gro; Prl; Unc; pattern of transgene expression variant; protein aggregation variant; receptor mediated endocytosis defective; small; transgene subcellular localization variant	NOT WBPheno: Bmd; Emb; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00000820|Y73B6BL.7|csp-2	0	0.42	0	0	42		826 aa	SignalP; Tmhmm; Seg; Ncoils				"KOG0516 (Dystonin, GAS (Growth-arrest-specific protein), and related proteins); KOG3573 (Caspase, apoptotic cysteine protease)"	"KOG0516: Dystonin, GAS (Growth-arrest-specific protein), and related proteins; KOG3573: Caspase, apoptotic cysteine protease; meNOG25375: Cysteine-Type endopeptidase"	PF00656: Caspase domain		NOT WBPheno: Apx; Let; somatic cell death variant
WBGene00003733|F57C7.2|nhx-5	0	0.42	2.02	0	42		611-630 aa	SignalP; Tmhmm; Seg		OMIM_2010		KOG1965 (Sodium/hydrogen exchanger protein)	COG0025: NhaP-type Na+/H+ and K+/H+ antiporters; KOG1965: Sodium/hydrogen exchanger protein; meNOG04866: Sodium/Hydrogen exchanger protein	PF00999: Sodium/hydrogen exchanger family		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00003962|C14B1.1|pdi-1	0	0.42	1.25	0	42		485 aa	SignalP; Seg				KOG0190 (Protein disulfide isomerase (prolyl 4-hydroxylase beta subunit))	COG0526: Thiol-disulfide isomerase and thioredoxins; KOG0190: Protein disulfide isomerase (prolyl 4-hydroxylase beta subunit); meNOG04114: Disulfide protein	PF00085: Thioredoxin; PF01216: Calsequestrin; PF08534: Redoxin	WBPhenotype: Gro	NOT WBPheno: Bmd; Emb; Let; Lva; Lvl; Ste; Stp; Variant; embryonic development variant; postembryonic development variant; protein aggregation variant; transgene subcellular localization variant
WBGene00011882|T21B6.5	0	0.42	0	0	42		315 aa	Tmhmm					KOG1442: GDP-fucose transporter; meNOG04352: Gdp-Fucose protein	PF03151: Triose-phosphate Transporter family		NOT WBPheno: Bmd; Emb; Ste; Variant
WBGene00006682|F36A2.4|twk-30	0	0.42	0	0	42		608 aa	SignalP; Tmhmm; Seg; Ncoils					"COG1226: Kef-type K+ transport systems, predicted NAD-binding component; KOG1418: Tandem pore domain K+ channel"	PF00041: Fibronectin type III domain; PF07885: Ion channel		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00000566|Y39A1A.15|cnt-2	0	0.42	0	0	42		139-1107 aa	SignalP; Seg				"KOG0705 (GTPase-activating protein Centaurin gamma (contains Ras-like GTPase, PH and ankyrin repeat domains))"	"COG1100: GTPase SAR1 and related small G proteins; COG5347: GTPase-activating protein that regulates ARFs (ADP-ribosylation factors), involved in ARF-mediated vesicular transport; KOG0705: GTPase-activating protein Centaurin gamma (contains Ras-like GTPase, PH and ankyrin repeat domains); meNOG05496: Centaurin gamma protein"	PF00023: Ankyrin repeat; PF00071: Ras family; PF00169: PH domain; PF01412: Putative GTPase activating protein for Arf; PF08477: Miro-like protein	WBPhenotype: Emb; Let; Ste; ectopic neuron; reduced brood size	
WBGene00012513|Y26E6A.2	0	0.42	0	0	42		413 aa	Ncoils								NOT WBPheno: Bmd; Emb; Let; Ste; Variant; postembryonic development variant
WBGene00015999|C18H7.9|prmt-4	0.42	0	0	0	42		144 aa					LSE0897 (Unnamed protein)		PF03848: Tellurite resistance protein TehB; PF05175: Methyltransferase small domain; PF05401: Nodulation protein S (NodS); PF06325: Ribosomal protein L11 methyltransferase (PrmA); PF08003: Protein of unknown function (DUF1698); PF08241: Methyltransferase domain; PF08242: Methyltransferase domain		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00002178|B0478.1|jnk-1	0	0.42	0	0	42		372-463 aa	Seg		OMIM_2010		KOG0665 (Jun-N-terminal kinase (JNK))	COG0515: Serine/threonine protein kinase; KOG0665: Jun-N-terminal kinase (JNK); meNOG04051: Mitogen activated protein kinase	PF00069: Protein kinase domain; PF06293: Lipopolysaccharide kinase (Kdo/WaaP) family; PF07714: Protein tyrosine kinase	WBPhenotype: Hic; pathogen resistance increased	NOT WBPheno: Bmd; Emb; Let; Ste; Variant; postembryonic development variant
WBGene00004945|C50E10.4|sop-2	0.12	0.42	0	0	42		735 aa	Seg; Ncoils	Gupta_TF			LSE0715 (Unnamed protein)			WBPhenotype: Egl; Gro; Lon; Lva; Pvl; cell fate specification variant; distal tip cell migration variant; ectopic expression transgene	NOT WBPheno: Bmd; Emb; Let; Lvl; Ste; Stp; Variant; postembryonic development variant; protein aggregation variant; transgene subcellular localization variant
WBGene00013312|Y57G11C.17|hhat-2	0	0.42	0.93	0	42		524 aa	Tmhmm; Seg					KOG3860: Acyltransferase required for palmitoylation of Hedgehog (Hh) family of secreted signaling proteins; meNOG12222: Protein-Cysteine N-palmitoyltransferase HHAT EC 2.3.1	PF03062: MBOAT family	WBPhenotype: Lva; fat content reduced	NOT WBPheno: Emb; Gro; Lvl; Ste; Stp; Variant; fat content variant; postembryonic development variant
WBGene00008511|F01G10.9	0	0.42	0	0	42		445 aa	Seg							WBPhenotype: Ste	NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Stp; Variant; postembryonic development variant
WBGene00004507|C18H9.7|rpy-1	0	0.42	0	0	42		596 aa	Seg; Ncoils		OMIM_2010	StrictHumOrth	KOG1941 (Acetylcholine receptor-associated protein of the synapse (rapsyn))	KOG1941: Acetylcholine receptor-associated protein of the synapse (rapsyn); meNOG09669: Receptor-Associated protein of the synapse	"PF00097: Zinc finger, C3HC4 type (RING finger)"	WBPhenotype: fat content increased; levamisole response variant	NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Unc; Variant; antibody staining variant; postembryonic development variant; protein aggregation variant; transgene subcellular localization variant
WBGene00007396|C07A4.1|tiar-3	0	0.42	0	0	42		450 aa	Tmhmm; Seg					COG0724: RNA-binding proteins (RRM domain); KOG0148: Apoptosis-promoting RNA-binding protein TIA-1/TIAR (RRM superfamily)	"PF00076: RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); PF04847: Calcipressin"		NOT WBPheno: Bmd; Emb; Gro; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00019935|R07E4.1	0	0.42	0.62	0	42		986-1122 aa	Seg				"KOG4485 (Uncharacterized conserved protein, contains ankyrin and FN3 repeats)"	"KOG4485: Uncharacterized conserved protein, contains ankyrin and FN3 repeats; meNOG06845: Ankyrin-Repeat and fibronectin type III domain containing protein"		WBPhenotype: protein aggregation variant; transgene subcellular localization variant	NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00002081|F54G8.3|ina-1	0	0.42	1.56	0	42		1139 aa	SignalP; Tmhmm; Seg		OMIM_2010		"KOG3637 (Vitronectin receptor, alpha subunit)"	"KOG3637: Vitronectin receptor, alpha subunit; meNOG04825: Integrin alpha protein"	PF00357: Integrin alpha cytoplasmic region; PF01839: FG-GAP repeat; PF08441: Integrin alpha	WBPhenotype: Lva; Lvl; Pvl; Rup; Ste; Stp; Unc; anchor cell invasion variant; axon midline crossing variant; cell polarity variant; commissure handedness defective; distal tip cell migration variant; pattern of transgene expression variant; protein expression reduced; receptor mediated endocytosis defective; somatic gonad morphology variant; transgene subcellular localization variant	NOT WBPheno: Bmd; Emb; Variant; accumulated cell corpses; embryonic development variant; multiple anchor cells; postembryonic development variant
WBGene00000776|T03E6.7|cpl-1	13.82	11.55	5.86	0.33	41.88		337 aa	SignalP; Seg				KOG1543 (Cysteine proteinase Cathepsin L)	COG4870: Cysteine protease; KOG1543: Cysteine proteinase Cathepsin L; meNOG05162: Cathepsin protein	PF00112: Papain family cysteine protease; PF08246: Cathepsin propeptide inhibitor domain (I29)	WBPhenotype: Emb; Gro; Lvl; Unc; fewer eggs laid	NOT WBPheno: Bmd; Let; Ste; Variant; protein aggregation variant; transgene subcellular localization variant
WBGene00008117|C46F11.2|gsr-1	1.09	2.93	3.27	0.07	41.86		459-473 aa	Seg		OMIM_2010	StrictHumOrth	KOG0405 (Pyridine nucleotide-disulphide oxidoreductase)	"COG1249: Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes; KOG0405: Pyridine nucleotide-disulphide oxidoreductase; meNOG04324: Glutathione protein"	"PF00070: Pyridine nucleotide-disulphide oxidoreductase; PF02852: Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain; PF07992: Pyridine nucleotide-disulphide oxidoreductase"	WBPhenotype: Let; Ste	NOT WBPheno: Bmd; Emb; Gro; Lva; Lvl; Stp; Variant; embryonic development variant; postembryonic development variant
WBGene00012894|Y46G5A.1|tbc-17	0.96	1.67	0	0.04	41.75		777-1085 aa	Seg			StrictHumOrth	KOG1102 (Rab6 GTPase activator GAPCenA and related TBC domain proteins)	COG5210: GTPase-activating protein; KOG1102: Rab6 GTPase activator GAPCenA and related TBC domain proteins; meNOG05541: USP6 N-terminal-like protein	PF00566: TBC domain	WBPhenotype: Sck; Stp	NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Variant; postembryonic development variant
WBGene00010345|F59F5.7	0	1.67	0	0.04	41.75		896 aa	SignalP; Seg								NOT WBPheno: Bmd; Emb; Gro; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00005936|K01B6.2|srx-45	39.93	32.35	86.75	0.96	41.59	WT_RNAi	361 aa	Tmhmm				LSE0505 (7-transmembrane receptor)		PF10328: Serpentine type 7TM GPCR chemoreceptor Srx	WBPhenotype: sterile F1	NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; embryonic development variant; postembryonic development variant
WBGene00003696|T01G6.4|nhr-106	0	36.99	0.57	0.89	41.56	WT_RNAi	382 aa	Seg	Walhout_TF			KOG3575 (Hormone receptors)	KOG3575: FOG: Hormone receptors	"PF00104: Ligand-binding domain of nuclear hormone receptor; PF00105: Zinc finger, C4 type (two domains)"		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00007918|C34C6.5|sphk-1	12.34	0.14	29.39	0.3	41.13	nonwt_RNAi	394-473 aa				StrictHumOrth	"KOG1116 (Sphingosine kinase, involved in sphingolipid metabolism)"	"COG1597: Sphingosine kinase and enzymes related to eukaryotic diacylglycerol kinase; KOG1116: Sphingosine kinase, involved in sphingolipid metabolism; meNOG10835: Sphingosine protein"	PF00781: Diacylglycerol kinase catalytic domain	WBPhenotype: Ced; Let; Ric; Ste; gamma ray induced apoptosis increased	NOT WBPheno: Bmd; Emb; Gro; Lva; Lvl; Stp; Variant; postembryonic development variant; transgene expression reduced
WBGene00007838|C31C9.4|fbxa-168	0	5.75	0	0.14	41.07		351 aa						"KOG1409: Uncharacterized conserved protein, contains WD40 repeats and FYVE domains"	PF00646: F-box domain; PF01827: FTH domain		
